"seqnames"	"start"	"end"	"width"	"strand"	"L"	"area"	"beta"	"stat"	"pval"	"qval"	"index.start"	"index.end"	"index.width"	"rawDiff"	"Comp"	"Class"
"1"	"chr5"	141430420	141431897	1478	"*"	176	41.0580749721674	-0.503847303481506	-40.737575872262	0.00133155792276964	0.0039796108958794	144836	145011	176	-0.228119552213336	"UC-N"	"hypo"
"2"	"chr5"	14992891	14993406	516	"*"	48	18.2722977853227	-0.901423951647426	-40.6649219072546	0.00133155792276964	0.0039796108958794	34441	34488	48	-0.3984261574328	"UC-N"	"hypo"
"3"	"chr5"	141364335	141366744	2410	"*"	247	39.1071815536513	-0.355068235686666	-37.5683708385511	0.00133155792276964	0.0039796108958794	142106	142352	247	-0.164735352553778	"UC-N"	"hypo"
"4"	"chr5"	140875078	140877763	2686	"*"	236	37.5277589585535	-0.365203044575526	-36.7069112628308	0.00133155792276964	0.0039796108958794	137030	137265	236	-0.155554482141153	"UC-N"	"hypo"
"5"	"chr5"	32708931	32709291	361	"*"	34	11.7898829529215	-0.800170523387347	-35.3487742078032	0.00133155792276964	0.0039796108958794	42724	42757	34	-0.357154161623456	"UC-N"	"hypo"
"6"	"chr5"	141417525	141419507	1983	"*"	175	35.5430274389626	-0.490204375689595	-34.3862130243342	0.00133155792276964	0.0039796108958794	144168	144342	175	-0.201135710934968	"UC-N"	"hypo"
"7"	"chr5"	141420831	141421720	890	"*"	106	21.9383518905128	-0.542458974860582	-34.3119131819378	0.00133155792276964	0.0039796108958794	144409	144514	106	-0.211178794822502	"UC-N"	"hypo"
"8"	"chr5"	140868979	140870944	1966	"*"	157	27.7824256508715	-0.43787401404977	-34.2591135834706	0.00133155792276964	0.0039796108958794	136801	136957	157	-0.1859188429083	"UC-N"	"hypo"
"9"	"chr5"	137888468	137889629	1162	"*"	106	21.3521663558611	-0.550220594670874	-34.2505160542895	0.00133155792276964	0.0039796108958794	127962	128067	106	-0.211275603148018	"UC-N"	"hypo"
"10"	"chr5"	141392615	141395139	2525	"*"	220	34.025766956206	-0.358596251575691	-34.191294332685	0.00133155792276964	0.0039796108958794	143128	143347	220	-0.158986757171227	"UC-N"	"hypo"
