"seqnames"	"start"	"end"	"width"	"strand"	"L"	"area"	"beta"	"stat"	"pval"	"qval"	"index.start"	"index.end"	"index.width"	"rawDiff"	"Comp"	"Class"
"1"	"chr2"	176147343	176152933	5591	"*"	275	86.0913513646643	-0.702735373355387	-53.8353998085205	0.000632511068943707	0.00350901505944893	190443	190717	275	-0.309004194479634	"UC-N"	"hypo"
"2"	"chr2"	66444225	66446902	2678	"*"	183	50.4738411739042	-0.615180140374443	-38.4793429594412	0.000632511068943707	0.00350901505944893	80898	81080	183	-0.269203256815568	"UC-N"	"hypo"
"3"	"chr2"	70904091	70907515	3425	"*"	148	38.8955479692451	-0.574007669462572	-38.4690595422683	0.000632511068943707	0.00350901505944893	87106	87253	148	-0.259849978542189	"UC-N"	"hypo"
"4"	"chr2"	156327626	156330718	3093	"*"	115	31.6523596944086	-0.677854666088015	-36.9451938750642	0.000632511068943707	0.00350901505944893	169590	169704	115	-0.265664317727708	"UC-N"	"hypo"
"5"	"chr2"	68774492	68775336	845	"*"	68	26.4665580699136	-0.864130192931054	-35.7869036232245	0.000632511068943707	0.00350901505944893	83010	83077	68	-0.390189124350178	"UC-N"	"hypo"
"6"	"chr2"	208124111	208124929	819	"*"	88	21.1463048738633	-0.620317932504724	-35.2500306010397	0.000632511068943707	0.00350901505944893	217415	217502	88	-0.254940814583702	"UC-N"	"hypo"
"7"	"chr2"	66437535	66440491	2957	"*"	125	31.3746808647157	-0.636357536560185	-34.4723637375451	0.000632511068943707	0.00350901505944893	80725	80849	125	-0.256265199693903	"UC-N"	"hypo"
"8"	"chr2"	106160242	106160694	453	"*"	37	15.3805966888774	-0.910512067797982	-34.4486283384308	0.000632511068943707	0.00350901505944893	126609	126645	37	-0.413672029191767	"UC-N"	"hypo"
"9"	"chr2"	176159330	176162447	3118	"*"	122	36.6612041814861	-0.660435362357845	-33.3906872632493	0.000632511068943707	0.00350901505944893	190887	191008	122	-0.294887619650046	"UC-N"	"hypo"
"10"	"chr2"	113275706	113278410	2705	"*"	138	39.9519481394459	-0.645510310258368	-33.3832179079644	0.000632511068943707	0.00350901505944893	134605	134742	138	-0.29009856508165	"UC-N"	"hypo"
"11"	"chr2"	172080261	172080713	453	"*"	70	21.6077174374747	-0.648861867401795	-31.5704073797328	0.000632511068943707	0.00350901505944893	182181	182250	70	-0.292280256526271	"UC-N"	"hypo"
"12"	"chr2"	224401160	224402265	1106	"*"	73	20.1668623789242	-0.626649657139353	-31.3025317271049	0.000632511068943707	0.00350901505944893	233763	233835	73	-0.279047333992124	"UC-N"	"hypo"
"13"	"chr2"	239380794	239381239	446	"*"	50	16.5528592864361	-0.737820387773534	-31.2621007526553	0.000632511068943707	0.00350901505944893	262739	262788	50	-0.342410934701219	"UC-N"	"hypo"
