"seqnames"	"start"	"end"	"width"	"strand"	"L"	"area"	"beta"	"stat"	"pval"	"qval"	"index.start"	"index.end"	"index.width"	"rawDiff"	"Comp"	"Class"
"1"	"chr21"	38498473	38498860	388	"*"	18	6.87807826849781	-0.762373941530799	-31.4000891516313	0.00342465753424658	0.0278463956883	17006	17023	18	-0.361087439245668	"UC-N"	"hypo"
"2"	"chr21"	19494402	19494907	506	"*"	32	11.2906545951818	-0.765704222500343	-30.3310141837807	0.00342465753424658	0.0278463956883	3183	3214	32	-0.351875518050343	"UC-N"	"hypo"
"3"	"chr21"	41761467	41763413	1947	"*"	53	16.4878869271697	-0.678324945540381	-26.6270070264088	0.00342465753424658	0.0278463956883	20098	20150	53	-0.294905405523869	"UC-N"	"hypo"
"4"	"chr21"	31655042	31655415	374	"*"	33	11.0555582738882	-0.76766273838553	-26.6157881919018	0.00342465753424658	0.0278463956883	7840	7872	33	-0.363115197021989	"UC-N"	"hypo"
"5"	"chr21"	43916708	43916940	233	"*"	24	9.32056358811947	-0.840894080542279	-23.6763480022952	0.00342465753424658	0.0278463956883	24813	24836	24	-0.369453747327911	"UC-N"	"hypo"
"6"	"chr21"	34669007	34669402	396	"*"	60	19.7207061519686	-0.816089336504312	-23.42269302787	0.00342465753424658	0.0278463956883	12436	12495	60	-0.327900340271625	"UC-N"	"hypo"
"7"	"chr21"	46606034	46606539	506	"*"	14	4.13251993174294	-0.748206832202754	-22.081488267548	0.00342465753424658	0.0278463956883	32935	32948	14	-0.32706669481939	"UC-N"	"hypo"
"8"	"chr21"	33383292	33383591	300	"*"	22	6.07018878371084	-0.687789742045249	-21.6102023755346	0.00342465753424658	0.0278463956883	10748	10769	22	-0.252081989897141	"UC-N"	"hypo"
"9"	"chr21"	14541929	14542154	226	"*"	8	3.12814979936417	-0.83261853153706	-19.9079736283172	0.00342465753424658	0.0278463956883	2088	2095	8	-0.390470224541159	"UC-N"	"hypo"
"10"	"chr21"	17454767	17454904	138	"*"	21	4.62062406428512	-0.667465641781935	-18.8013354134663	0.00342465753424658	0.0278463956883	2385	2405	21	-0.236698989685715	"UC-N"	"hypo"
"11"	"chr21"	35049136	35049561	426	"*"	14	4.95485830468051	-0.774740450049277	-18.5915563916074	0.00342465753424658	0.0278463956883	13045	13058	14	-0.339361102175411	"UC-N"	"hypo"
"12"	"chr21"	43728525	43729310	786	"*"	48	15.2458112246383	-0.801448384860962	-17.9443435474257	0.00342465753424658	0.0278463956883	24253	24300	48	-0.303140091701201	"UC-N"	"hypo"
"13"	"chr21"	42590945	42591156	212	"*"	17	5.84633789293147	-0.796986738089986	-17.2575018076006	0.00342465753424658	0.0278463956883	22682	22698	17	-0.341220601473518	"UC-N"	"hypo"
"14"	"chr21"	35047181	35047864	684	"*"	17	3.55101090341788	-0.66067469915199	-16.1276259545118	0.00342465753424658	0.0278463956883	13019	13035	17	-0.218084515121394	"UC-N"	"hypo"
"15"	"chr21"	32813607	32813982	376	"*"	15	3.93739388294793	-0.529156485073751	-15.8334791870164	0.00342465753424658	0.0278463956883	9542	9556	15	-0.246622886442431	"UC-N"	"hypo"
"16"	"chr21"	42314212	42315820	1609	"*"	28	7.41539323945484	0.515506162080301	15.6933960791597	0.00342465753424658	0.0278463956883	22008	22035	28	0.246640759885829	"UC-N"	"hyper"
"17"	"chr21"	35205108	35205285	178	"*"	13	3.54040991202547	-0.660921708746923	-15.1583998306971	0.00342465753424658	0.0278463956883	13073	13085	13	-0.284615808902669	"UC-N"	"hypo"
"18"	"chr21"	33867675	33868051	377	"*"	29	5.74417800385751	-0.538573592746849	-14.9963182504522	0.00342465753424658	0.0278463956883	11666	11694	29	-0.236593056191607	"UC-N"	"hypo"
"19"	"chr21"	43361732	43363090	1359	"*"	55	14.6378524219938	-0.531466495523357	-14.8404805324049	0.00342465753424658	0.0278463956883	23791	23845	55	-0.227054116537361	"UC-N"	"hypo"
"20"	"chr21"	29080541	29080692	152	"*"	12	2.98342491220002	-0.567832346454619	-14.4870565251505	0.00342465753424658	0.0278463956883	6471	6482	12	-0.247846461506539	"UC-N"	"hypo"
"21"	"chr21"	42683675	42684841	1167	"*"	23	5.89797006393032	-0.611373904434287	-14.0717410694794	0.00684931506849315	0.0278463956883	22964	22986	23	-0.245001512010068	"UC-N"	"hypo"
"22"	"chr21"	41293019	41293184	166	"*"	6	2.21997619016524	-0.779989736840497	-14.0351647172136	0.00684931506849315	0.0278463956883	19198	19203	6	-0.360056646031231	"UC-N"	"hypo"
"23"	"chr21"	26572731	26573390	660	"*"	48	6.10666229529422	-0.425964427689708	-13.863295957987	0.00684931506849315	0.0278463956883	4847	4894	48	-0.152787110984616	"UC-N"	"hypo"
"24"	"chr21"	42955424	42955866	443	"*"	49	11.7727740592792	0.496756227430241	13.831155484782	0.00684931506849315	0.0278463956883	23507	23555	49	0.233776427909795	"UC-N"	"hyper"
"25"	"chr21"	44353636	44354414	779	"*"	33	6.85293916934766	-0.482842609024818	-13.7252523361379	0.00684931506849315	0.0278463956883	25750	25782	33	-0.20256452651015	"UC-N"	"hypo"
"26"	"chr21"	26167674	26168411	738	"*"	19	3.48974406223843	0.39768430171437	13.1228858057925	0.00684931506849315	0.0278463956883	4705	4723	19	0.172577287935409	"UC-N"	"hyper"
"27"	"chr21"	38773437	38773502	66	"*"	10	2.30779836400559	-0.507013671345078	-13.1058221230977	0.00684931506849315	0.0278463956883	17160	17169	10	-0.23222320427497	"UC-N"	"hypo"
"28"	"chr21"	42108550	42108691	142	"*"	18	2.31590680563815	-0.542655435336998	-13.0158167710797	0.00684931506849315	0.0278463956883	21621	21638	18	-0.224023729962041	"UC-N"	"hypo"
"29"	"chr21"	44920990	44921450	461	"*"	17	4.30871592787691	-0.602831486295638	-12.9756372244234	0.00684931506849315	0.0278463956883	27652	27668	17	-0.252187691615012	"UC-N"	"hypo"
"30"	"chr21"	41885437	41885559	123	"*"	14	4.68929666221892	-0.675407866561157	-12.9346768344536	0.00684931506849315	0.0278463956883	21070	21083	14	-0.32699834684624	"UC-N"	"hypo"
"31"	"chr21"	31087707	31087861	155	"*"	16	4.61125442461734	-0.626064229249981	-12.921567134851	0.00684931506849315	0.0278463956883	7378	7393	16	-0.286702694771478	"UC-N"	"hypo"
"32"	"chr21"	37219979	37220398	420	"*"	21	2.68530958454175	-0.428937147627799	-12.8101434444669	0.00684931506849315	0.0278463956883	15711	15731	21	-0.189785459718114	"UC-N"	"hypo"
"33"	"chr21"	44593659	44593826	168	"*"	19	6.5086290873637	0.489578653836164	12.3294632000694	0.00684931506849315	0.0278463956883	26354	26372	19	0.246364848989487	"UC-N"	"hyper"
"34"	"chr21"	45257882	45258664	783	"*"	45	11.7823798922058	0.526287446253704	12.2771276215862	0.00684931506849315	0.0278463956883	28647	28691	45	0.231761011802972	"UC-N"	"hyper"
"35"	"chr21"	34075854	34075951	98	"*"	8	1.57435967948635	-0.483188375289931	-12.1933705813026	0.00684931506849315	0.0278463956883	12031	12038	8	-0.221112875086274	"UC-N"	"hypo"
"36"	"chr21"	42389334	42389740	407	"*"	22	5.0335439103275	0.463681696335526	12.126644599773	0.00684931506849315	0.0278463956883	22190	22211	22	0.225199737752159	"UC-N"	"hyper"
"37"	"chr21"	45632164	45632319	156	"*"	12	3.12231730679131	-0.651196413774824	-12.0990171220927	0.00684931506849315	0.0278463956883	30290	30301	12	-0.295686037986621	"UC-N"	"hypo"
"38"	"chr21"	45073175	45073596	422	"*"	33	4.17341944410657	0.368198273220916	11.9299568991817	0.00684931506849315	0.0278463956883	28331	28363	33	0.155045730186675	"UC-N"	"hyper"
"39"	"chr21"	42366466	42366979	514	"*"	29	6.09582632224068	0.433918021007058	11.912935382007	0.00684931506849315	0.0278463956883	22141	22169	29	0.187153870875676	"UC-N"	"hyper"
"40"	"chr21"	43940842	43940935	94	"*"	10	3.97099785414446	0.835511517477432	11.8579990071723	0.00684931506849315	0.0278463956883	24862	24871	10	0.369471158999718	"UC-N"	"hyper"
"41"	"chr21"	42404046	42404225	180	"*"	13	1.98662286096034	-0.463830995412096	-11.8547520055582	0.00684931506849315	0.0278463956883	22292	22304	13	-0.163093254867929	"UC-N"	"hypo"
"42"	"chr21"	41248089	41248222	134	"*"	20	4.98021140681981	0.532430115551095	11.8443150871553	0.00684931506849315	0.0278463956883	19169	19188	20	0.229034221030515	"UC-N"	"hyper"
"43"	"chr21"	38387091	38387297	207	"*"	6	1.83254314967414	-0.748083489799416	-11.7883224468314	0.00684931506849315	0.0278463956883	16972	16977	6	-0.309642626763016	"UC-N"	"hypo"
"44"	"chr21"	42655980	42656150	171	"*"	13	4.04372582486953	0.651542458975446	11.7647588115201	0.00684931506849315	0.0278463956883	22838	22850	13	0.295876948995833	"UC-N"	"hyper"
"45"	"chr21"	29938602	29939182	581	"*"	33	3.91085048270182	-0.323426296485514	-11.6658034697857	0.00684931506849315	0.0278463956883	6660	6692	33	-0.119891326197761	"UC-N"	"hypo"
"46"	"chr21"	23887721	23887796	76	"*"	14	4.11003358314175	-0.684668352135783	-11.6295010187546	0.00684931506849315	0.0278463956883	3844	3857	14	-0.304891852674264	"UC-N"	"hypo"
