"seqnames"	"start"	"end"	"width"	"strand"	"L"	"area"	"beta"	"stat"	"pval"	"qval"	"index.start"	"index.end"	"index.width"	"rawDiff"	"Comp"	"Class"
"1"	"chr1"	6454485	6456265	1781	"*"	151	43.8774087119958	-0.721344178130717	-41.4159197502887	0.000355998576005696	0.00188478578027233	35263	35413	151	-0.292401665830442	"UC-N"	"hypo"
"2"	"chr1"	47984199	47984547	349	"*"	74	35.1246334599894	-0.997610483084614	-40.6578198421711	0.000355998576005696	0.00188478578027233	131051	131124	74	-0.456673315257556	"UC-N"	"hypo"
"3"	"chr1"	89272452	89272716	265	"*"	30	10.9873149772535	-0.860232196319398	-32.3047958696904	0.000355998576005696	0.00188478578027233	166676	166705	30	-0.39493896031012	"UC-N"	"hypo"
"4"	"chr1"	213978272	213981691	3420	"*"	82	22.8504929340407	-0.646284803853019	-31.1056053184183	0.000355998576005696	0.00188478578027233	294999	295080	82	-0.282376090160968	"UC-N"	"hypo"
"5"	"chr1"	160646806	160647335	530	"*"	24	8.45690764302937	-0.77793782992561	-29.8150625093274	0.000355998576005696	0.00188478578027233	237228	237251	24	-0.357505117120138	"UC-N"	"hypo"
"6"	"chr1"	24535112	24535430	319	"*"	45	13.9892763238732	-0.697433241497843	-29.7701432940268	0.000355998576005696	0.00188478578027233	80774	80818	45	-0.31003179098064	"UC-N"	"hypo"
"7"	"chr1"	3182037	3185213	3177	"*"	93	25.4489292656514	-0.643706081813438	-29.4657095400898	0.000355998576005696	0.00188478578027233	21032	21124	93	-0.274045857992642	"UC-N"	"hypo"
"8"	"chr1"	247548197	247549211	1015	"*"	37	12.658593572301	-0.711188553377907	-29.2861524886154	0.000355998576005696	0.00188478578027233	339610	339646	37	-0.340873155593775	"UC-N"	"hypo"
"9"	"chr1"	234772363	234772777	415	"*"	33	12.9070981077439	-0.873551998297646	-27.0247992702768	0.000355998576005696	0.00188478578027233	323717	323749	33	-0.364332495359767	"UC-N"	"hypo"
"10"	"chr1"	16727312	16727648	337	"*"	25	3.48160191219312	-0.56591001999393	-26.0550829787873	0.000355998576005696	0.00188478578027233	62740	62764	25	-0.2396292855862	"UC-N"	"hypo"
"11"	"chr1"	2300420	2301093	674	"*"	46	16.6990800830296	-0.803764699022269	-25.8491011330139	0.000355998576005696	0.00188478578027233	13799	13844	46	-0.358932506391101	"UC-N"	"hypo"
"12"	"chr1"	67134708	67135153	446	"*"	51	17.2046841368337	-0.863163346323057	-25.2478449692801	0.000355998576005696	0.00188478578027233	152357	152407	51	-0.367295736157982	"UC-N"	"hypo"
