"seqnames"	"start"	"end"	"width"	"strand"	"L"	"area"	"beta"	"stat"	"pval"	"qval"	"index.start"	"index.end"	"index.width"	"rawDiff"	"Comp"	"Class"
"1"	"chr6"	105980979	105981848	870	"*"	114	32.4916751536142	-0.698622960608524	-39.2030935656607	0.000723065798987708	0.00333460933180213	155056	155169	114	-0.27866705046621	"UC-N"	"hypo"
"2"	"chr6"	170271807	170272415	609	"*"	60	23.4987465649982	-0.962268077985202	-34.6125409234509	0.000723065798987708	0.00333460933180213	236060	236119	60	-0.426238610599694	"UC-N"	"hypo"
"3"	"chr6"	167093547	167094683	1137	"*"	87	26.8670497627432	-0.727331187034357	-33.6022329333014	0.000723065798987708	0.00333460933180213	219361	219447	87	-0.302331691647354	"UC-N"	"hypo"
"4"	"chr6"	27679886	27681442	1557	"*"	163	25.0154509100885	-0.416004392685522	-33.5135806591836	0.000723065798987708	0.00333460933180213	49715	49877	163	-0.15960069769517	"UC-N"	"hypo"
"5"	"chr6"	168132632	168133514	883	"*"	89	20.2939078445069	-0.551248408410818	-32.4688727143682	0.000723065798987708	0.00333460933180213	224119	224207	89	-0.239011740655818	"UC-N"	"hypo"
"6"	"chr6"	25041795	25042635	841	"*"	35	13.2094684129835	-0.849686781928701	-31.7818705514745	0.000723065798987708	0.00333460933180213	37876	37910	35	-0.372428403508455	"UC-N"	"hypo"
"7"	"chr6"	1624525	1625472	948	"*"	73	19.1221569010176	-0.679200714194218	-30.9959283835001	0.000723065798987708	0.00333460933180213	5372	5444	73	-0.278291522770838	"UC-N"	"hypo"
"8"	"chr6"	26017334	26018025	692	"*"	70	17.4774659493157	-0.587215125236064	-30.6565429896166	0.000723065798987708	0.00333460933180213	39094	39163	70	-0.257710828507619	"UC-N"	"hypo"
"9"	"chr6"	27205745	27206213	469	"*"	48	14.0758316778218	-0.702215444796478	-30.2900539690945	0.000723065798987708	0.00333460933180213	46620	46667	48	-0.29622774824646	"UC-N"	"hypo"
"10"	"chr6"	20023777	20024339	563	"*"	49	16.7908471716093	-0.768807012313161	-29.159142955761	0.000723065798987708	0.00333460933180213	33514	33562	49	-0.346960025353731	"UC-N"	"hypo"
"11"	"chr6"	28988334	28989077	744	"*"	101	19.2469549357378	-0.507948912356208	-28.9607530593707	0.000723065798987708	0.00333460933180213	59281	59381	101	-0.183588194974928	"UC-N"	"hypo"
"12"	"chr6"	105985951	105986584	634	"*"	88	26.7307807369393	-0.707279147216104	-27.9396673198724	0.000723065798987708	0.00333460933180213	155211	155298	88	-0.307899432883117	"UC-N"	"hypo"
"13"	"chr6"	28693423	28694427	1005	"*"	66	15.3681392402593	-0.521194415242923	-27.0989949988871	0.000723065798987708	0.00333460933180213	56207	56272	66	-0.23573443837263	"UC-N"	"hypo"
"14"	"chr6"	28709243	28710043	801	"*"	53	14.0493257594742	-0.634362429384439	-26.8599816486213	0.000723065798987708	0.00333460933180213	56296	56348	53	-0.266919164583171	"UC-N"	"hypo"
"15"	"chr6"	30682426	30686022	3597	"*"	82	24.1213319973228	-0.697503835763978	-26.8268605985711	0.000723065798987708	0.00333460933180213	70518	70599	82	-0.287325449102791	"UC-N"	"hypo"
"16"	"chr6"	142088337	142088942	606	"*"	86	14.3565461336578	-0.416416786399674	-26.3278254295329	0.000723065798987708	0.00333460933180213	186369	186454	86	-0.18304381377239	"UC-N"	"hypo"
"17"	"chr6"	28091011	28091383	373	"*"	55	15.3158213623664	-0.641185114568194	-26.237512397386	0.000723065798987708	0.00333460933180213	52467	52521	55	-0.272981217464441	"UC-N"	"hypo"
"18"	"chr6"	77650141	77650695	555	"*"	56	16.323478894138	-0.69313070770011	-25.9241887877716	0.000723065798987708	0.00333460933180213	136736	136791	56	-0.289925183046859	"UC-N"	"hypo"
"19"	"chr6"	166463249	166463631	383	"*"	27	8.5551834186177	-0.722786133942551	-25.9232373764054	0.000723065798987708	0.00333460933180213	216896	216922	27	-0.332689298351563	"UC-N"	"hypo"
"20"	"chr6"	28537013	28537796	784	"*"	52	12.1856798274027	-0.556490924584358	-25.2633083242926	0.000723065798987708	0.00333460933180213	54979	55030	52	-0.24868468755361	"UC-N"	"hypo"
"21"	"chr6"	42771172	42771902	731	"*"	39	7.14775551830338	-0.516959015230316	-24.8899736050603	0.000723065798987708	0.00333460933180213	111371	111409	39	-0.211682784792316	"UC-N"	"hypo"
"22"	"chr6"	30490743	30492824	2082	"*"	55	11.9389317489201	-0.545854731154273	-24.4174890210799	0.000723065798987708	0.00333460933180213	68897	68951	55	-0.23296510003151	"UC-N"	"hypo"
"23"	"chr6"	117547771	117548367	597	"*"	85	27.3949030290528	-0.737307691098061	-24.2562003437012	0.000723065798987708	0.00333460933180213	167906	167990	85	-0.331951130970195	"UC-N"	"hypo"
"24"	"chr6"	158649548	158650117	570	"*"	22	6.66341772129936	-0.721757185429792	-24.1314693168722	0.000723065798987708	0.00333460933180213	205209	205230	22	-0.301631238017508	"UC-N"	"hypo"
"25"	"chr6"	33071619	33073921	2303	"*"	46	12.9038913753891	-0.613872186570149	-23.9638991813287	0.000723065798987708	0.00333460933180213	90155	90200	46	-0.298714918959097	"UC-N"	"hypo"
"26"	"chr6"	28772528	28774950	2423	"*"	87	17.9395917275208	-0.454299579833641	-23.9228241709034	0.000723065798987708	0.00333460933180213	56755	56841	87	-0.203165675178529	"UC-N"	"hypo"
"27"	"chr6"	26240063	26240569	507	"*"	52	8.89517429967286	-0.592453786006746	-23.9080181211044	0.000723065798987708	0.00333460933180213	42113	42164	52	-0.192452289643764	"UC-N"	"hypo"
"28"	"chr6"	163252051	163252302	252	"*"	30	9.6561628977211	-0.672102286315965	-23.8929131657548	0.000723065798987708	0.00333460933180213	211457	211486	30	-0.302040749829701	"UC-N"	"hypo"
"29"	"chr6"	27260322	27260695	374	"*"	54	9.53953179217086	-0.441917182454053	-23.787778402092	0.000723065798987708	0.00333460933180213	47149	47202	54	-0.173294780279095	"UC-N"	"hypo"
"30"	"chr6"	163335889	163336042	154	"*"	30	10.411936236484	-0.827056769262815	-23.7415828055109	0.000723065798987708	0.00333460933180213	211768	211797	30	-0.377236090003168	"UC-N"	"hypo"
"31"	"chr6"	209690	209895	206	"*"	22	7.00062849711413	-0.768879531911912	-23.7006408183695	0.000723065798987708	0.00333460933180213	83	104	22	-0.306899948311467	"UC-N"	"hypo"
"32"	"chr6"	32845434	32846021	588	"*"	26	8.1545367658454	-0.769830513311904	-23.5240008917338	0.000723065798987708	0.00333460933180213	88338	88363	26	-0.356582968878689	"UC-N"	"hypo"
"33"	"chr6"	10529584	10529836	253	"*"	19	6.55323245165928	-0.703696783802306	-23.4195950234071	0.000723065798987708	0.00333460933180213	21616	21634	19	-0.348473206385027	"UC-N"	"hypo"
"34"	"chr6"	112688520	112688919	400	"*"	35	9.8041664451533	-0.645076551750534	-23.2658836252567	0.000723065798987708	0.00333460933180213	164415	164449	35	-0.302783794174001	"UC-N"	"hypo"
"35"	"chr6"	134632896	134633135	240	"*"	24	7.34216545626454	-0.725992788154906	-23.179931203076	0.000723065798987708	0.00333460933180213	179859	179882	24	-0.316542959440106	"UC-N"	"hypo"
"36"	"chr6"	73580257	73580794	538	"*"	32	7.4340260609571	-0.671771750603517	-23.1724422938914	0.000723065798987708	0.00333460933180213	134644	134675	32	-0.252972974385472	"UC-N"	"hypo"
"37"	"chr6"	36241899	36242106	208	"*"	17	6.2358908972466	-0.792019388353344	-23.0336887844304	0.000723065798987708	0.00333460933180213	100853	100869	17	-0.359565641744389	"UC-N"	"hypo"
