chr11	267602	267710	1	0.166096	5	1.3431e-05	0.0032374	0.31698	0.15088
chr11	268870	269573	3.7112e-60	0.272215	42	3.6859e-14	1.115e-64	0.44963	0.17741
chr11	278367	278538	4.6451e-13	-0.277804	15	4.3632e-14	1.3956e-17	0.41445	0.69226
chr11	298670	298709	1	-0.159839	5	1.8726e-05	0.0001751	0.39905	0.55889
chr11	313354	313527	1	0.174605	6	9.4722e-07	0.00014417	0.59515	0.42054
chr11	315052	315319	6.1102e-05	-0.181676	11	4.4964e-14	1.8358e-09	0.20011	0.38178
chr11	316097	316147	0.015719	-0.218896	7	1.3011e-09	4.7226e-07	0.17773	0.39662
chr11	319527	319719	0.00099064	-0.129438	15	1.3078e-13	2.9763e-08	0.20544	0.33488
chr11	325890	326050	3.5727e-06	0.129668	18	5.3402e-14	1.0734e-10	0.90672	0.77705
chr11	330916	331012	1	0.153505	9	3.116e-07	0.00018195	0.6799	0.5264
chr11	331031	331273	2.2733e-28	0.287422	21	4.0856e-14	6.83e-33	0.75901	0.47159
chr11	334250	334379	1	0.124533	9	8.8136e-06	0.0024917	0.66611	0.54157
chr11	350865	351187	3.329e-07	0.221075	15	4.5519e-14	1.0002e-11	0.51435	0.29328
chr11	353463	353762	2.5499e-08	-0.177476	16	4.5297e-14	7.661e-13	0.173	0.35048
chr11	358350	358415	0.0018517	0.151339	8	2.0274e-09	5.5634e-08	0.74139	0.59005
chr11	364614	364846	0.37272	-0.126005	25	2.1826e-09	1.1198e-05	0.30541	0.43141
chr11	430022	430104	1	-0.144192	5	0.0017508	0.0018058	0.61627	0.76046
chr11	457202	457366	3.6289e-14	0.242737	22	4.6296e-14	1.0903e-18	0.70747	0.46473
chr11	469553	469637	1	-0.201117	6	1.9896e-07	0.0002451	0.3795	0.58062
chr11	507916	507970	1	0.141243	7	1.3314e-05	0.0011595	0.66118	0.51994
chr11	526346	526362	1	0.123057	5	0.0016653	0.030706	0.80983	0.68678
chr11	611791	611892	0.49412	-0.151066	11	3.2036e-10	1.4846e-05	0.53794	0.68901
chr11	612552	612838	3.4084e-21	-0.237608	27	3.8858e-14	1.024e-25	0.37665	0.61425
chr11	624456	625053	8.651e-26	-0.260841	37	4.4076e-14	2.5991e-30	0.33565	0.59649
chr11	625795	625894	1	-0.152622	11	3.1642e-07	0.00019968	0.37489	0.52751
chr11	628541	628776	1.8036e-19	0.237705	23	4.5297e-14	5.4189e-24	0.75534	0.51763
chr11	655374	655612	2.2337e-16	-0.245200	29	4.4298e-14	6.7111e-21	0.34542	0.59062
chr11	662724	662832	1	-0.133569	5	0.0020322	0.044546	0.21483	0.3484
chr11	686682	686769	1	0.126331	5	0.0082866	0.023638	0.80942	0.68309
chr11	693032	693078	1	0.166886	5	7.237e-07	6.7865e-05	0.86688	0.7
chr11	704912	705010	1	-0.169002	6	8.1351e-07	0.00048244	0.33234	0.50134
chr11	763419	763486	0.056023	-0.255273	5	5.4957e-08	1.6832e-06	0.37376	0.62903
chr11	783829	784011	8.0006e-09	-0.193808	19	4.1633e-14	2.4037e-13	0.18124	0.37505
chr11	790698	790800	1	-0.257826	5	4.1075e-09	5.4778e-05	0.2845	0.54232
chr11	794797	794877	1	-0.107805	8	0.00053474	0.010113	0.74918	0.85699
chr11	818833	818903	1	-0.192666	5	1.9455e-07	0.0001401	0.25819	0.45086
chr11	820571	820585	0.98263	-0.141580	5	4.289e-08	2.9523e-05	0.061037	0.20262
chr11	829615	829675	9.5831e-06	0.342705	5	1.199e-13	2.8792e-10	0.45684	0.11413
chr11	850296	850314	0.0030514	-0.199523	5	2.7826e-10	9.1677e-08	0.10512	0.30464
chr11	952854	953064	1.7145e-13	-0.243343	15	4.1522e-14	5.1512e-18	0.37933	0.62267
chr11	955119	955430	1.8706e-10	-0.249916	12	4.0856e-14	5.6201e-15	0.40665	0.65656
chr11	976859	976990	1	0.168638	5	4.9211e-05	0.00074225	0.71189	0.54325
chr11	985541	985698	7.6942e-08	-0.228320	12	4.3188e-14	2.3117e-12	0.3374	0.56572
chr11	1025734	1026017	0.42417	-0.154999	16	4.863e-11	1.2744e-05	0.49265	0.64765
chr11	1036713	1036895	0.017481	-0.183106	12	1.7175e-13	5.2519e-07	0.21151	0.39461
chr11	1040297	1040337	1	-0.116097	6	0.0012719	0.035988	0.62582	0.74192
chr11	1043785	1043907	1	-0.152673	10	3.1209e-09	0.00010877	0.55244	0.70512
chr11	1048567	1048595	1	-0.102306	5	0.0015313	0.014664	0.61622	0.71853
chr11	1056497	1056542	1	0.128022	7	7.6763e-07	0.00073472	0.87607	0.74804
chr11	1060678	1060763	0.014114	-0.150980	10	1.5931e-08	4.2406e-07	0.43067	0.58165
chr11	1074600	1074757	0.00041887	-0.227202	9	9.77e-14	1.2585e-08	0.31482	0.54202
chr11	1086797	1086883	1	-0.152364	6	0.00018951	0.0011796	0.4591	0.61146
chr11	1115085	1115135	0.011073	-0.254621	5	1.9473e-09	3.3268e-07	0.40392	0.65854
chr11	1152468	1152643	1.2713e-08	0.277392	9	4.2077e-14	3.8195e-13	0.52146	0.24407
chr11	1165630	1165667	1	0.106102	5	0.0041025	0.057216	0.83782	0.73172
chr11	1192233	1192300	1	0.126134	5	6.0611e-06	0.00053007	0.9023	0.77617
chr11	1199858	1200558	2.4651e-14	-0.197533	32	4.8295e-14	7.4061e-19	0.23262	0.43015
chr11	1205583	1205694	1	-0.115426	5	0.00066508	0.022551	0.27148	0.38691
chr11	1221606	1221747	1	0.171534	7	4.3527e-07	0.00024667	0.69628	0.52475
chr11	1221925	1221988	1	0.120531	6	0.00021958	0.0081183	0.78462	0.66409
chr11	1222717	1222881	0.73804	-0.192329	7	1.0213e-08	2.2174e-05	0.26392	0.45625
chr11	1237282	1237382	1	-0.172164	5	2.0896e-05	0.0032352	0.2751	0.44727
chr11	1238899	1238989	0.22513	-0.195484	12	6.1412e-10	6.7639e-06	0.33056	0.52604
chr11	1290142	1290191	0.97757	-0.150824	7	2.7677e-07	2.937e-05	0.67387	0.8247
chr11	1299138	1299342	0.00049366	-0.149727	15	2.5735e-13	1.4832e-08	0.25184	0.40157
chr11	1299446	1299466	0.23723	-0.162617	6	5.8317e-10	7.1275e-06	0.27618	0.43879
chr11	1304534	1304634	8.5872e-21	-0.287233	17	4.8961e-14	2.58e-25	0.30038	0.58761
chr11	1307263	1307412	0.090505	0.195043	11	1.1687e-10	2.7192e-06	0.55162	0.35657
chr11	1310357	1310628	1.356e-18	-0.213326	28	4.3521e-14	4.074e-23	0.31298	0.52631
chr11	1333542	1333731	6.6229e-05	-0.224858	9	4.8073e-14	1.9898e-09	0.4058	0.63066
chr11	1338808	1338850	1	-0.131051	5	0.0055663	0.019121	0.52242	0.65347
chr11	1340270	1340312	1	-0.125014	7	0.00049143	0.0056873	0.51901	0.64402
chr11	1343770	1344149	1	0.119829	17	1.5629e-06	0.00098453	0.6418	0.52197
chr11	1344231	1344321	3.3818e-08	-0.201448	13	4.0856e-14	1.016e-12	0.47084	0.67229
chr11	1373614	1373700	1	-0.114037	8	2.4623e-05	0.0019512	0.57125	0.68528
chr11	1391844	1391915	1	-0.156700	8	1.605e-07	0.00011936	0.23905	0.39575
chr11	1401045	1401337	1	0.105570	16	2.676e-09	0.00013158	0.82975	0.72418
chr11	1423503	1423607	1	-0.209682	6	5.6481e-07	0.00035792	0.31726	0.52694
chr11	1434114	1434258	1.6276e-07	-0.238679	15	4.0634e-14	4.8902e-12	0.30244	0.54112
chr11	1453267	1453628	0.00038579	-0.151571	26	4.452e-14	1.1591e-08	0.28229	0.43387
chr11	1454589	1454607	1	0.132146	5	0.0012926	0.028746	0.75169	0.61955
chr11	1458897	1458983	0.0016349	-0.346417	5	6.1091e-12	4.9118e-08	0.25672	0.60313
chr11	1485889	1486144	1.1872e-05	-0.180685	18	4.0412e-14	3.5668e-10	0.21077	0.39146
chr11	1521959	1522140	0.00043968	0.210099	11	4.6185e-14	1.321e-08	0.78961	0.57951
chr11	1558180	1558261	0.36432	-0.224615	6	2.4534e-08	1.0946e-05	0.31509	0.5397
chr11	1585170	1585435	1	0.140077	6	0.00050978	0.014849	0.46293	0.32285
chr11	1608999	1609037	0.55583	0.177177	5	1.9594e-08	1.67e-05	0.73938	0.56221
chr11	1621056	1621164	1	0.102814	5	0.0013836	0.036733	0.77306	0.67024
chr11	1629248	1629429	1	0.102336	11	3.9394e-05	9.3298e-05	0.73184	0.6295
chr11	1639233	1639651	9.3444e-05	-0.167531	15	4.9294e-14	2.8075e-09	0.1905	0.35803
chr11	1639902	1639975	1	-0.136402	16	1.1858e-08	0.00020375	0.39084	0.52724
chr11	1652362	1652425	0.24057	0.135286	7	4.1549e-07	7.2278e-06	0.76197	0.62669
chr11	1653504	1653541	1	0.190879	5	5.202e-08	0.00010481	0.82755	0.63667
